Listing ID,Listing Name,Host ID,Host Name,Host Since,Host Response Time,Host Response Rate,Is Superhost,neighbourhood,Neighborhood Group,City,Postal Code,Country Code,Country,Latitude,Longitude,Is Exact Location,Property Type,Room Type,Accomodates,Bathrooms,Bedrooms,Beds,Square Feet,Guests Included,Min Nights,Reviews,First Review,Last Review,Overall Rating,Accuracy Rating,Cleanliness Rating,Checkin Rating,Communication Rating,Location Rating,Value Rating,Instant Bookable,Business Travel Ready,Price
18671201,*,99235903,Katrica,8/8/2016,,,f,Neuk̦lln,Neuk̦lln,Berlin,12049,DE,Germany,52.47379,13.42663,f,Apartment,Entire home/apt,2,1,0,1,,1,7,0,,,,,,,,,,t,f,47
7269752,,33538802,Fabita,1/6/2015,,,f,Alt-Hohensch̦nhausen,Lichtenberg,Berlin,13055,DE,Germany,52.53942,13.58221,f,Apartment,Private room,3,1,1,2,,1,1,2,17/6/2016,23/8/2015,100,10,10,10,10,10,10,f,f,29
30146745,*,198947587,Tagas,11/7/2017,within an hour,100%,f,Rummelsburg,Lichtenberg,Berlin,10317,DE,Germany,52.50133,13.48245,t,Apartment,Entire home/apt,2,1,1,1,,1,1,1,2/1/2019,21/4/2019,100,10,10,10,10,10,10,t,f,50
660322,*,4915664,Canurluyta,15/11/2012,,,f,Mitte,Mitte,Berlin,10178,DE,Germany,52.52498,13.41105,t,Loft,Entire home/apt,2,1,1,1,,2,3,1,19/7/2015,9/10/2016,100,10,10,10,10,10,10,f,f,150
9763635,*,20196221,Jasmunto,24/8/2014,within a day,100%,f,Sch̦neberg,Tempelhof - Sch̦neberg,Berlin,10787,DE,Germany,52.50212,13.35252,t,Apartment,Entire home/apt,2,1,1,1,,2,1,29,20/12/2012,24/1/2019,93,10,10,9,10,10,9,f,f,50
26773629,*,1202914,Martelta,21/9/2011,,,f,Neuk̦lln,Neuk̦lln,Berlin,12055,DE,Germany,52.47373,13.44687,t,House,Entire home/apt,9,1,3,6,,2,7,2,25/8/2018,15/8/2018,100,10,10,10,10,9,10,t,f,129
10310931,*,51150550,Joa--C Alisie,1/1/2016,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10997,DE,Germany,52.50185,13.44001,t,Apartment,Private room,2,1,1,2,,1,1,1,27/1/2016,27/2/2016,100,10,10,10,10,10,10,f,f,12
27673355,*,428331,Ive,22/6/2010,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10965,DE,Germany,52.4874,13.38935,t,Apartment,Private room,2,1,2,1,,1,2,0,,,,,,,,,,f,f,31
171870,*,103186,Kanjamin,29/1/2010,within an hour,100%,f,Prenzlauer Berg,Pankow,Berlin,10439,DE,Germany,52.54964,13.40043,t,Apartment,Entire home/apt,2,1,1,1,53,2,3,23,24/9/2012,9/5/2016,97,10,10,10,10,9,10,t,f,56
20214725,*,65315063,Sanpaberg,12/5/2016,within a few hours,100%,t,Lichterfelde,Steglitz - Zehlendorf,Berlin,*,DE,Germany,52.43412,13.1214,t,Apartment,Entire home/apt,5,1,2,2,,2,1,84,2/1/2018,12/5/2019,96,10,10,10,10,9,10,f,f,75
24517937,*,307126,Somis,11/5/2011,,,f,Neuk̦lln,Neuk̦lln,Berlin,12059,DE,Germany,52.47864,13.44946,t,Apartment,Entire home/apt,3,1,1,1,,1,2,0,,,,,,,,,,f,f,65
32883126,*,229761316,Florian,5/12/2018,within a day,100%,f,Obersch̦neweide,Treptow - K̦penick,Berlin,*,DE,Germany,52.4775,13.56551,t,*,Shared room,1,1,1,2,,1,2,0,,,,,,,,,,t,f,75
1320241,*,1905739,Vhilimed Maria,11/2/2012,within a few hours,100%,f,Sch̦neberg,Tempelhof - Sch̦neberg,Berlin,10829,DE,Germany,52.48203,13.3612,t,Apartment,Entire home/apt,1,1,1,1,235,1,3,170,4/9/2014,29/12/2018,93,9,10,10,10,10,9,t,f,67
6499472,*,38055909,Timmy,3/5/2015,,,f,Sch̦neberg,Tempelhof - Sch̦neberg,Berlin,12157,DE,Germany,52.46263,13.34696,f,Apartment,Private room,2,2,1,1,,1,3,0,,,,,,,,,,t,f,40
10046563,*,25328,Michaelja,24/6/2011,,,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10249,DE,Germany,52.52019,13.45406,t,Apartment,Private room,2,1,1,1,,1,7,2,20/3/2016,13/4/2016,100,10,10,10,10,10,10,f,f,30
31080971,*,31133060,Claulia,25/4/2015,,,f,Wedding,Mitte,Berlin,13359,DE,Germany,52.55811,13.38867,t,Apartment,Entire home/apt,3,1,1,2,,1,3,1,11/1/2019,11/1/2019,100,8,8,10,10,10,10,t,f,25
13135696,*,12378673,Len Piyle,30/1/2014,,,f,Mitte,Mitte,Berlin,10115,DE,Germany,52.53719,13.38855,t,Condominium,Entire home/apt,4,2,2,2,,2,5,5,15/5/2016,27/5/2017,100,10,10,10,10,10,10,f,f,103
3269233,*,1201226,Hildy,4/2/2011,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10961,DE,Germany,52.49489,13.39352,f,Apartment,Private room,2,1.5,1,2,7,1,6,6,13/5/2019,22/4/2018,97,10,9,10,10,10,10,f,f,30
31723831,*,222480310,Omaf,28/12/2018,within an hour,100%,f,Wedding,Mitte,Berlin,10119,DE,Germany,52.52691,13.40585,f,Apartment,Private room,2,1,1,2,,1,1,4,7/4/2019,5/5/2019,100,10,10,10,10,10,10,t,f,29
28606118,*,3367024,Antl,26/7/2012,within an hour,100%,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10245,DE,Germany,52.50483,13.46344,t,Apartment,Entire home/apt,4,1,2,2,,3,2,9,10/12/2018,3/4/2019,88,8,7,9,10,10,9,t,f,115
15102093,*,77198090,Alexender,13/6/2016,,,f,Wedding,Mitte,Berlin,13357,DE,Germany,52.54028,13.3723,t,Apartment,Private room,2,1,1,1,,1,2,1,16/7/2017,22/5/2017,80,10,10,10,10,10,10,f,f,25
33941005,*,33297710,Paoldna,21/5/2015,within an hour,100%,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10245,DE,Germany,52.50898,13.45219,t,Apartment,Private room,2,1,1,1,,1,3,0,,,,,,,,,,f,f,38
8850610,*,8771350,Jan,14/4/2013,,,f,Mitte,Mitte,Berlin,10119,DE,Germany,52.52946,13.40318,f,Apartment,Entire home/apt,6,1,3,2,,2,5,2,3/9/2014,17/12/2014,100,10,10,9,10,10,10,f,f,90
139732,*,4465871,Sanen,14/11/2012,,,f,Britz,Neuk̦lln,Berlin,*,DE,Germany,52.43431,13.47709,t,Apartment,Entire home/apt,4,1,1,2,,1,1,1,2/1/2016,4/1/2016,100,10,10,10,10,8,10,f,f,21
30969859,*,87126458,Neo,31/5/2016,within an hour,100%,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10969,DE,Germany,52.50834,13.40199,t,Apartment,Private room,2,1,1,1,,1,2,4,20/12/2018,14/4/2019,100,10,9,10,10,10,10,t,f,30
18659081,*,5830984,Kara,13/1/2016,within a day,100%,f,Prenzlauer Berg,Pankow,Berlin,10409,DE,Germany,52.54469,13.43466,t,Apartment,Private room,2,1,1,1,,1,2,59,18/11/2017,30/4/2019,97,10,10,10,10,10,10,f,f,41
23101610,*,161228785,Alana,6/12/2017,within an hour,100%,f,Neuk̦lln,Neuk̦lln,Berlin,12049,DE,Germany,52.4851,13.42119,t,Apartment,Private room,1,1,1,1,,1,2,2,25/12/2018,25/11/2018,100,9,10,10,10,9,10,f,f,15
10396312,*,52579221,Pault,30/11/2015,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10967,DE,Germany,52.4887,13.4125,f,Apartment,Private room,2,1.5,1,1,,1,2,13,17/5/2016,9/3/2017,83,8,8,9,9,9,8,f,f,28
22979677,*,7713945,Maria,11/7/2013,,,f,Mitte,Mitte,Berlin,10179,DE,Germany,52.50605,13.41661,t,Apartment,Entire home/apt,2,1,1,1,,2,7,0,,,,,,,,,,t,f,59
16532747,*,30866489,Fla,14/4/2015,within a few hours,100%,t,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10961,DE,Germany,52.48984,13.39239,t,Apartment,Private room,5,1,1,5,,2,3,74,22/4/2017,25/4/2019,98,10,10,10,10,10,10,f,f,40
31456853,*,224515624,Marejlea,12/11/2018,within an hour,100%,f,Neuk̦lln,Neuk̦lln,Berlin,12051,DE,Germany,52.46674,13.43554,t,Apartment,Private room,1,1,1,1,,1,1,4,14/12/2018,26/4/2019,93,10,8,10,10,10,10,t,f,23
2950018,*,10447129,Doriton,16/11/2013,,,t,Lichtenberg,Lichtenberg,Berlin,10365,DE,Germany,52.51994,13.49127,t,Apartment,Private room,2,1,1,1,,1,1,45,14/8/2014,18/12/2017,96,9,9,10,10,9,9,f,f,25
26698232,*,31051596,Tim,15/8/2015,,,f,Neuk̦lln,Neuk̦lln,Berlin,12059,DE,Germany,52.4801,13.44687,t,Apartment,Private room,1,1,1,1,,1,3,1,11/9/2018,16/7/2018,100,10,10,10,10,10,10,t,f,25
2468830,*,8214850,Julo,11/8/2013,,,f,Sch̦neberg,Tempelhof - Sch̦neberg,Berlin,12159,DE,Germany,52.47536,13.33473,t,Apartment,Entire home/apt,3,1,1,1,,3,2,4,5/8/2015,4/6/2016,95,10,9,10,10,10,10,f,f,60
21542645,*,9671456,Fronz,10/9/2013,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10961,DE,Germany,52.49319,13.4009,t,Apartment,Private room,2,1.5,1,2,,2,1,6,10/10/2017,1/7/2018,100,10,9,10,10,10,10,f,f,25
33629191,*,107476547,Macsale - Uherrlemds ),4/12/2016,,,f,Grunewald,Charlottenburg-Wilm.,Berlin,10711,DE,Germany,52.49732,13.28803,f,Apartment,Private room,1,1,0,1,,1,3,0,,,,,,,,,,f,f,69
22683431,*,178603548,Veaicia,3/3/2018,,,f,Prenzlauer Berg,Pankow,Berlin,10405,DE,Germany,52.53249,13.42689,t,Apartment,Private room,2,1,1,1,,1,2,7,23/2/2018,1/6/2018,83,10,9,9,9,10,9,f,f,20
30251487,*,11791362,Felix Darorisinn,25/1/2014,within a few hours,100%,t,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10969,DE,Germany,52.49924,13.39546,t,Apartment,Entire home/apt,5,2,4,3,,4,7,1,5/3/2019,17/2/2019,80,8,8,10,8,10,8,f,f,228
10007805,*,18528824,Maxika,7/7/2014,,,f,Pankow,Pankow,Berlin,13187,DE,Germany,52.57117,13.39492,f,Apartment,Private room,3,1,1,1,,1,1,1,3/9/2017,3/1/2017,100,10,10,10,10,10,10,f,f,25
16250786,*,24119337,Michael,27/12/2014,,,f,Mitte,Mitte,Berlin,10435,DE,Germany,52.5364,13.40049,f,Apartment,Private room,2,1,1,1,,2,2,11,5/5/2017,2/7/2017,98,10,9,10,10,10,10,f,f,65
8925957,*,26273339,Seneva,10/6/2014,,,f,Mitte,Mitte,Berlin,10119,DE,Germany,52.52712,13.40235,t,Condominium,Entire home/apt,2,1,1,2,,1,5,17,18/9/2015,28/10/2016,100,10,10,10,10,10,10,t,f,86
24921272,*,3243137,Ami,13/6/2012,,,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10247,DE,Germany,52.51734,13.465,f,Apartment,Private room,1,1,1,1,,1,*,0,,,,,,,,,,f,f,28
12798185,,67991489,Eljai,28/2/2016,within an hour,100%,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10963,DE,Germany,52.50307,13.3969,t,Apartment,Private room,2,1,1,1,,1,2,5,1/6/2016,25/4/2019,92,9,10,9,10,10,9,t,f,44
34116762,*,91162321,Carolina,30/8/2016,within an hour,100%,f,Neuk̦lln,Neuk̦lln,Berlin,12043,DE,Germany,52.48315,13.44,t,Loft,Entire home/apt,6,2,2,3,,1,5,3,12/4/2019,28/4/2019,100,10,10,10,10,10,10,f,f,250
20151115,*,41723262,Nima,13/8/2015,within a day,100%,f,Wedding,Mitte,Berlin,13347,DE,Germany,52.54167,13.3689,t,Apartment,Private room,2,1,1,1,,1,6,13,1/1/2018,30/9/2018,100,10,10,10,10,9,10,t,f,39
11432301,*,9730191,Bohep,4/9/2013,,,f,Neuk̦lln,Neuk̦lln,Berlin,12045,DE,Germany,52.48641,13.4356,t,Apartment,Private room,1,1,1,1,,1,5,20,26/9/2016,25/10/2018,95,10,10,10,10,10,9,f,f,25
68554,*,2347715,Anbuce,19/9/2012,within an hour,83%,t,Altglienicke,Treptow - K̦penick,Berlin,*,DE,Germany,52.41326,13.52321,f,Townhouse,Private room,1,1.5,1,1,,1,1,228,9/4/2016,28/4/2019,98,10,10,10,10,9,10,f,f,24
26590410,*,194873882,Dhein,30/10/2016,within an hour,100%,f,Moabit,Mitte,Berlin,10551,DE,Germany,52.53032,13.34254,t,Apartment,Private room,1,1,1,1,,2,3,27,29/6/2018,27/4/2019,88,9,9,9,10,10,9,f,f,17
22165130,*,11000354,Mark,24/11/2013,,,f,Westend,Charlottenburg-Wilm.,Berlin,*,DE,Germany,52.51688,13.26362,t,Apartment,Private room,3,1,1,1,,1,5,0,,,,,,,,,,t,f,25
24936200,*,183039181,Katrona,17/4/2018,,,f,Prenzlauer Berg,Pankow,Berlin,10439,DE,Germany,52.55371,13.42156,f,Apartment,Entire home/apt,4,1,2,3,,1,1,1,3/11/2018,3/1/2018,100,10,10,10,10,8,10,t,f,70
13961165,*,79379873,Sara,19/6/2016,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10961,DE,Germany,52.49159,13.39121,t,Condominium,Private room,1,1,1,1,,1,2,7,28/8/2016,29/10/2016,93,10,10,10,10,10,10,t,f,14
899436,*,9683850,Heirze,27/8/2013,within an hour,100%,t,Neuk̦lln,Neuk̦lln,Berlin,12049,DE,Germany,52.48605,13.42634,t,Apartment,Entire home/apt,4,2,2,2,,1,3,227,13/6/2013,23/4/2019,95,10,10,10,10,9,10,f,f,69
27753159,*,70434739,Malien,15/6/2016,within a few hours,100%,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10247,DE,Germany,52.51991,13.46923,f,Apartment,Entire home/apt,4,1,1,2,,2,3,3,2/1/2019,21/4/2019,100,10,10,10,10,10,10,f,f,49
22860263,*,157925417,Lukas,12/12/2017,within an hour,100%,t,Sch̦neberg,Tempelhof - Sch̦neberg,Berlin,10823,DE,Germany,52.49111,13.34937,t,Apartment,Entire home/apt,3,1,1,2,,1,3,58,28/1/2018,23/4/2019,100,10,10,10,10,10,10,f,f,120
7041023,*,2836510,Christina,5/8/2012,within an hour,100%,f,Charlottenburg,Charlottenburg-Wilm.,Berlin,10627,DE,Germany,52.50624,13.30372,t,Apartment,Entire home/apt,6,1,2,4,,4,4,8,21/7/2015,24/1/2018,99,9,10,10,9,10,10,f,f,99
10449955,*,158113524,Genna,23/12/2017,,,f,Lichtenberg,Lichtenberg,Berlin,10369,DE,Germany,52.52885,13.47205,t,Apartment,Private room,2,1,1,2,,1,4,16,5/5/2017,20/10/2017,98,10,10,10,10,9,10,f,f,25
